year,age,maritl,race,education,region,jobclass,health,health_ins,salario_alto
2008,27,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,55,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,50,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2006,55,Divorced,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2006,40,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,32,Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2006,27,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,49,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2007,50,Married,White,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2006,50,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2008,44,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,57,Married,Asian,Advanced Degree,Middle Atlantic,Information,<=Good,Yes,Si
2008,72,Married,Black,Advanced Degree,Middle Atlantic,Industrial,<=Good,No,No
2006,23,Never Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2007,31,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,36,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,63,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,48,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,46,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,55,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,44,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,44,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,32,Married,Other,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,60,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,42,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,48,Married,Black,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2008,36,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2009,31,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,54,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,29,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,46,Divorced,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,Si
2003,35,Divorced,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2009,50,Married,White,< HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2005,25,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,33,Never Married,White,Some College,Middle Atlantic,Information,<=Good,No,No
2008,34,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,51,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2004,33,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,59,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,62,Separated,Black,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,28,Separated,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,40,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,No
2003,52,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,29,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,34,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,66,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,43,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2007,45,Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2006,35,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2005,43,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,49,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,60,Never Married,Black,< HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2003,46,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,55,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,32,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,53,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2009,57,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,51,Married,White,Advanced Degree,Middle Atlantic,Information,<=Good,Yes,Si
2004,59,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,45,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2006,56,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,30,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,21,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,60,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,60,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,48,Divorced,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,39,Divorced,White,College Grad,Middle Atlantic,Information,>=Very Good,No,No
2009,32,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,51,Married,Black,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,47,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,44,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2008,46,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,28,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,24,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,No,No
2006,37,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2006,31,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,72,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2008,50,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2007,36,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,27,Never Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,27,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,41,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,Si
2008,20,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2008,49,Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,25,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,41,Married,Asian,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,53,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,45,Married,White,College Grad,Middle Atlantic,Industrial,<=Good,No,Si
2003,32,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,47,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,26,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,31,Married,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,32,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,50,Divorced,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,46,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,47,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2005,55,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2005,49,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,25,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,60,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2008,62,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,63,Separated,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,31,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2006,29,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2008,51,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,28,Married,Asian,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,36,Never Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2007,28,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2004,38,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,35,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,46,Divorced,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,37,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2005,41,Divorced,Black,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2006,59,Married,Black,Some College,Middle Atlantic,Industrial,<=Good,No,No
2006,51,Married,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2006,26,Never Married,Black,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2003,34,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,32,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,23,Never Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,50,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,25,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,43,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,36,Married,Black,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,50,Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2006,34,Separated,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,34,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,55,Married,Asian,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,39,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2004,40,Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2005,32,Married,White,Some College,Middle Atlantic,Information,<=Good,Yes,Si
2006,63,Married,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,Si
2004,38,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,67,Married,Asian,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,39,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2003,31,Married,Asian,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2006,41,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2003,47,Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2009,61,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2005,61,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,21,Married,Other,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,22,Never Married,White,College Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,53,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,47,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,36,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,36,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,42,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,54,Divorced,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,No
2004,27,Married,White,Some College,Middle Atlantic,Industrial,<=Good,Yes,No
2004,36,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,35,Never Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2003,60,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2005,42,Separated,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2008,41,Married,Black,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,35,Never Married,Black,Some College,Middle Atlantic,Industrial,<=Good,Yes,Si
2006,34,Never Married,Black,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2007,22,Never Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,47,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2004,59,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2007,29,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2006,32,Never Married,White,< HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2003,49,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,30,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2003,33,Never Married,Asian,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,51,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,Si
2003,37,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,46,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,63,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2005,41,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2005,40,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2007,46,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,45,Divorced,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,48,Never Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2007,28,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2009,65,Divorced,Black,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2005,50,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,53,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2007,48,Married,Asian,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2003,30,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2006,37,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2004,51,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2008,55,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,35,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2006,33,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2008,41,Divorced,White,College Grad,Middle Atlantic,Information,<=Good,Yes,Si
2003,34,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2006,33,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,49,Never Married,White,< HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,62,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2004,31,Never Married,Black,< HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2007,43,Divorced,White,< HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2008,43,Married,Black,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2004,43,Never Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,No
2009,48,Married,White,College Grad,Middle Atlantic,Information,<=Good,No,No
2003,48,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2007,50,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,29,Never Married,Asian,College Grad,Middle Atlantic,Information,>=Very Good,No,No
2004,52,Married,White,Some College,Middle Atlantic,Information,>=Very Good,No,No
2004,46,Never Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,No,No
2005,40,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2004,43,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2006,54,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2006,38,Never Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,No
2004,32,Married,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2008,28,Never Married,Asian,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,33,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,44,Married,White,Advanced Degree,Middle Atlantic,Industrial,>=Very Good,No,Si
2006,41,Married,White,HS Grad,Middle Atlantic,Information,<=Good,No,No
2005,31,Never Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2007,48,Divorced,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,50,Married,Black,College Grad,Middle Atlantic,Industrial,<=Good,No,Si
2004,47,Married,White,College Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2004,31,Married,Black,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2008,40,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2009,54,Divorced,White,Some College,Middle Atlantic,Industrial,<=Good,No,No
2004,24,Never Married,Black,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2005,34,Married,White,HS Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2003,65,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2007,28,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,Yes,No
2008,30,Separated,White,HS Grad,Middle Atlantic,Information,<=Good,Yes,No
2009,45,Married,White,Some College,Middle Atlantic,Industrial,>=Very Good,No,Si
2008,35,Separated,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
2005,46,Married,Other,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,47,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,No,No
2008,71,Married,White,HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2003,39,Married,White,Some College,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,41,Never Married,White,< HS Grad,Middle Atlantic,Industrial,<=Good,No,No
2007,33,Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,Si
2009,76,Divorced,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2009,20,Never Married,White,HS Grad,Middle Atlantic,Industrial,>=Very Good,Yes,No
2006,34,Married,White,Advanced Degree,Middle Atlantic,Information,>=Very Good,Yes,Si
2003,26,Never Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,No
2006,51,Married,White,College Grad,Middle Atlantic,Information,>=Very Good,Yes,Si
